Horario;Conta;Instrumento;Lado;Qtd Ordem;Qtd Execucao Atual;Qtd Exec Acumulada;Preco Executado;Notional Ordem;Notional Exec Atual;Notional Exec Acumulada;Entering Trader
20250629-21:24:16.166;ACC001;WEGE3;Buy;126;0;126;139.42727185027215;17567.83625313429;0.0;17567.83625313429;JOSE
20250629-21:24:16.166;ACC008;BBDC4;Sell;472;0;472;173.78865747323186;82028.24632736544;0.0;82028.24632736544;MARIA
20250629-21:24:16.166;ACC003;BBAS3;Buy;239;0;239;450.3244281649115;107627.53833141386;0.0;107627.53833141386;MARIA
20250629-21:24:16.166;ACC008;LREN3;Sell;583;0;583;244.0769846833202;142296.8820703757;0.0;142296.8820703757;CARLOS
20250629-21:24:16.166;ACC004;ITUB4;Buy;850;0;850;204.92686907662042;174187.83871512735;0.0;174187.83871512735;ANA
20250629-21:24:16.166;ACC004;WEGE3;Buy;561;0;561;289.4371358061799;162374.23318726695;0.0;162374.23318726695;MARIA
20250629-21:24:16.166;ACC009;RENT3;Sell;157;0;157;232.76056892879797;36543.40932182128;0.0;36543.40932182128;ANA
20250629-21:24:16.166;ACC010;MGLU3;Sell;862;0;862;186.4502914011512;160720.15118779233;0.0;160720.15118779233;PAULO
20250629-21:24:16.166;ACC007;PETR4;Buy;305;0;305;365.5654677749918;111497.4676713725;0.0;111497.4676713725;CARLOS
20250629-21:24:16.166;ACC008;RENT3;Buy;790;0;790;145.54666188260143;114981.86288725513;0.0;114981.86288725513;PAULO
20250629-21:24:16.166;ACC005;VALE3;Buy;771;0;771;353.69345540096975;272697.6541141477;0.0;272697.6541141477;ANA
20250629-21:24:16.166;ACC006;WEGE3;Sell;544;0;544;222.30396345057224;120933.3561171113;0.0;120933.3561171113;JOSE
20250629-21:24:16.166;ACC007;VALE3;Sell;102;0;102;165.98617880219143;16930.590237823526;0.0;16930.590237823526;PAULO
20250629-21:24:16.166;ACC009;RENT3;Buy;287;0;287;281.03029721125256;80655.69529962949;0.0;80655.69529962949;MARIA
20250629-21:24:16.166;ACC003;WEGE3;Sell;454;0;454;332.7130311008302;151051.71611977692;0.0;151051.71611977692;JOSE
20250629-21:24:16.166;ACC001;ABEV3;Buy;384;0;384;195.67817391957928;75140.41878511844;0.0;75140.41878511844;JOSE
20250629-21:24:16.166;ACC010;BBDC4;Sell;387;0;387;447.4296485434874;173155.27398632964;0.0;173155.27398632964;CARLOS
20250629-21:24:16.166;ACC006;MGLU3;Buy;195;0;195;109.69505965769198;21390.536633249936;0.0;21390.536633249936;JOSE
20250629-21:24:16.166;ACC005;ABEV3;Sell;464;0;464;236.60360169147532;109784.07118484455;0.0;109784.07118484455;CARLOS
20250629-21:24:16.166;ACC004;LREN3;Buy;812;0;812;372.0223940721522;302082.1839865876;0.0;302082.1839865876;JOSE
20250629-21:24:16.166;ACC002;ITUB4;Buy;319;0;319;297.3618572916182;94858.43247602621;0.0;94858.43247602621;ANA
20250629-21:24:16.166;ACC009;PETR4;Buy;678;0;678;145.88507820152864;98910.08302063642;0.0;98910.08302063642;ANA
20250629-21:24:16.166;ACC003;ITUB4;Buy;815;0;815;326.65983918372604;266227.7689347367;0.0;266227.7689347367;JOSE
20250629-21:24:16.166;ACC007;RENT3;Buy;803;0;803;302.03725595938926;242535.91653538958;0.0;242535.91653538958;ANA
20250629-21:24:16.166;ACC003;PETR4;Sell;147;0;147;403.68322175110103;59341.43359741185;0.0;59341.43359741185;CARLOS
20250629-21:24:16.166;ACC004;WEGE3;Sell;938;0;938;330.13720292006434;309668.69633902033;0.0;309668.69633902033;PAULO
20250629-21:24:16.166;ACC006;VALE3;Buy;352;0;352;405.06450942790104;142582.70731862116;0.0;142582.70731862116;CARLOS
20250629-21:24:16.166;ACC010;BBAS3;Buy;164;0;164;205.2551813867734;33661.84974743084;0.0;33661.84974743084;MARIA
20250629-21:24:16.166;ACC009;MGLU3;Buy;861;0;861;239.07895876362142;205846.98349547805;0.0;205846.98349547805;CARLOS
20250629-21:24:16.166;ACC008;ABEV3;Sell;322;0;322;173.95419329612633;56013.25024135268;0.0;56013.25024135268;ANA
20250629-21:24:16.166;ACC008;WEGE3;Buy;354;0;354;453.8355995791682;160657.80225102554;0.0;160657.80225102554;PAULO
20250629-21:24:16.166;ACC008;BBAS3;Sell;336;0;336;279.04129250208956;93757.87428070209;0.0;93757.87428070209;ANA
20250629-21:24:16.166;ACC010;MGLU3;Buy;463;0;463;413.09646456270855;191263.66309253406;0.0;191263.66309253406;CARLOS
20250629-21:24:16.166;ACC002;RENT3;Sell;735;0;735;165.29834322072603;121494.28226723363;0.0;121494.28226723363;MARIA
20250629-21:24:16.166;ACC008;PETR4;Sell;317;0;317;214.92461432346533;68131.10274053851;0.0;68131.10274053851;ANA
20250629-21:24:16.166;ACC010;PETR4;Buy;169;0;169;211.05682924614814;35668.60414259903;0.0;35668.60414259903;CARLOS
20250629-21:24:16.166;ACC004;MGLU3;Buy;982;0;982;215.88328781572693;211997.38863504384;0.0;211997.38863504384;JOSE
20250629-21:24:16.166;ACC007;WEGE3;Buy;214;0;214;229.9342336325816;49205.92599737246;0.0;49205.92599737246;PAULO
20250629-21:24:16.166;ACC010;ABEV3;Buy;880;0;880;161.46055027752135;142085.28424421878;0.0;142085.28424421878;ANA
20250629-21:24:16.166;ACC004;ITUB4;Sell;509;0;509;281.58308660881113;143325.79108388486;0.0;143325.79108388486;MARIA
20250629-21:24:16.166;ACC005;ABEV3;Sell;860;0;860;193.51084087446077;166419.32315203626;0.0;166419.32315203626;CARLOS
20250629-21:24:16.166;ACC008;ABEV3;Sell;483;0;483;469.99288199855596;227006.56200530252;0.0;227006.56200530252;CARLOS
20250629-21:24:16.166;ACC003;RENT3;Sell;846;0;846;147.3481983747577;124656.575825045;0.0;124656.575825045;MARIA
20250629-21:24:16.166;ACC004;BBDC4;Sell;630;0;630;371.97045236927926;234341.38499264594;0.0;234341.38499264594;ANA
20250629-21:24:16.166;ACC002;BBAS3;Buy;111;0;111;119.67393466181062;13283.806747460978;0.0;13283.806747460978;JOSE
20250629-21:24:16.167;ACC002;VALE3;Sell;815;0;815;117.56226767756797;95813.2481572179;0.0;95813.2481572179;ANA
20250629-21:24:16.167;ACC010;RENT3;Sell;729;0;729;150.06389940874473;109396.58266897491;0.0;109396.58266897491;CARLOS
20250629-21:24:16.167;ACC008;LREN3;Buy;962;0;962;249.40547400700243;239928.06599473633;0.0;239928.06599473633;ANA
20250629-21:24:16.167;ACC003;ITUB4;Buy;793;0;793;287.9277931065373;228326.7399334841;0.0;228326.7399334841;CARLOS
20250629-21:24:16.167;ACC005;MGLU3;Sell;367;0;367;238.4818642332439;87522.8441736005;0.0;87522.8441736005;ANA
20250629-21:24:16.167;ACC002;PETR4;Buy;668;0;668;76.82262331131645;51317.51237195939;0.0;51317.51237195939;PAULO
20250629-21:24:16.167;ACC003;LREN3;Buy;559;0;559;388.25702444872263;217035.67666683596;0.0;217035.67666683596;JOSE
20250629-21:24:16.167;ACC003;RENT3;Sell;772;0;772;242.04502049997086;186858.7558259775;0.0;186858.7558259775;CARLOS
20250629-21:24:16.167;ACC006;MGLU3;Sell;244;0;244;121.36560587439817;29613.207833353154;0.0;29613.207833353154;JOSE
20250629-21:24:16.167;ACC002;ABEV3;Sell;813;0;813;184.7481396049762;150200.23749884564;0.0;150200.23749884564;CARLOS
20250629-21:24:16.167;ACC010;RENT3;Sell;418;0;418;263.5834135898324;110177.86688054993;0.0;110177.86688054993;ANA
20250629-21:24:16.167;ACC002;ITUB4;Buy;582;0;582;140.4908902052775;81765.69809947151;0.0;81765.69809947151;MARIA
20250629-21:24:16.167;ACC008;BBDC4;Buy;248;0;248;249.01267997161955;61755.144632961645;0.0;61755.144632961645;JOSE
20250629-21:24:16.167;ACC009;VALE3;Sell;311;0;311;346.351771965393;107715.40108123723;0.0;107715.40108123723;PAULO
20250629-21:24:16.167;ACC002;ABEV3;Buy;552;0;552;131.59770124191252;72641.9310855357;0.0;72641.9310855357;CARLOS
20250629-21:24:16.167;ACC008;LREN3;Sell;595;0;595;314.2808430937384;186997.10164077434;0.0;186997.10164077434;MARIA
20250629-21:24:16.167;ACC010;LREN3;Buy;464;0;464;254.38421768458804;118034.27700564885;0.0;118034.27700564885;MARIA
20250629-21:24:16.167;ACC004;BBDC4;Sell;846;0;846;412.75833809889355;349193.5540316639;0.0;349193.5540316639;ANA
20250629-21:24:16.167;ACC010;BBAS3;Buy;295;0;295;250.67192689952995;73948.21843536134;0.0;73948.21843536134;CARLOS
20250629-21:24:16.167;ACC002;WEGE3;Buy;178;0;178;156.85868693855107;27920.846275062093;0.0;27920.846275062093;CARLOS
20250629-21:24:16.167;ACC010;MGLU3;Buy;730;0;730;200.1036726270911;146075.68101777651;0.0;146075.68101777651;PAULO
20250629-21:24:16.167;ACC004;VALE3;Buy;865;0;865;401.6108883581044;347393.41842976026;0.0;347393.41842976026;ANA
20250629-21:24:16.167;ACC008;MGLU3;Buy;170;0;170;330.01863531994593;56103.168004390805;0.0;56103.168004390805;JOSE
20250629-21:24:16.167;ACC002;ITUB4;Buy;983;0;983;135.28304831359148;132983.23649226042;0.0;132983.23649226042;JOSE
20250629-21:24:16.167;ACC002;BBAS3;Buy;146;0;146;153.6374855611955;22431.072891934542;0.0;22431.072891934542;MARIA
20250629-21:24:16.167;ACC009;WEGE3;Buy;492;0;492;112.49592320181074;55347.994215290884;0.0;55347.994215290884;MARIA
20250629-21:24:16.167;ACC002;ITUB4;Sell;792;0;792;233.75493688474478;185133.91001271785;0.0;185133.91001271785;MARIA
20250629-21:24:16.167;ACC009;BBAS3;Buy;508;0;508;320.5067501666667;162817.42908466668;0.0;162817.42908466668;ANA
20250629-21:24:16.167;ACC005;RENT3;Buy;227;0;227;227.86973525770082;51726.42990349809;0.0;51726.42990349809;MARIA
20250629-21:24:16.169;ACC006;RENT3;Buy;778;218;504;305.7696827553673;237888.81318367575;66657.79084067007;154107.92010870512;JOSE
20250629-21:24:16.169;ACC009;ABEV3;Buy;474;700;254;316.7619093628203;150145.14503797682;221733.3365539742;80457.52497815635;PAULO
20250629-21:24:16.169;ACC003;ITUB4;Buy;180;424;87;212.85414673605942;38313.7464124907;90250.1582160892;18518.310766037168;PAULO
20250629-21:24:16.169;ACC008;ITUB4;Buy;392;583;116;91.70432347617573;35948.09480266089;53463.62058661045;10637.701523236385;CARLOS
20250629-21:24:16.169;ACC001;VALE3;Buy;64;30;63;372.8481989111864;23862.28473031593;11185.445967335592;23489.436531404743;ANA
20250629-21:24:16.169;ACC001;VALE3;Buy;176;84;172;280.71080260552543;49405.101258572475;23579.707418864135;48282.258048150376;JOSE
20250629-21:24:16.169;ACC001;ITUB4;Sell;360;33;139;339.43473359271763;122196.50409337835;11201.346208559682;47181.427969387754;CARLOS
20250629-21:24:16.169;ACC009;LREN3;Sell;64;141;62;293.5085755533421;18784.548835413894;41384.709153021235;18197.53168430721;PAULO
20250629-21:24:16.169;ACC003;VALE3;Sell;757;699;647;217.10048614670168;164345.06801305318;151753.2398165445;140464.014536916;MARIA
20250629-21:24:16.169;ACC009;ITUB4;Sell;739;77;47;187.95418923656274;138898.14584581988;14472.47257121533;8833.84689411845;JOSE
20250629-21:24:16.169;ACC003;ABEV3;Sell;457;139;325;454.63391034843846;207767.69702923638;63194.11353843295;147756.0208632425;JOSE
20250629-21:24:16.169;ACC010;MGLU3;Buy;85;720;24;165.2275547695798;14044.342155414282;118963.83943409745;3965.461314469915;JOSE
20250629-21:24:16.169;ACC002;PETR4;Sell;477;100;182;325.71875352645316;155367.84543211816;32571.875352645315;59280.81314181448;CARLOS
20250629-21:24:16.169;ACC010;WEGE3;Sell;498;625;435;161.97080885356428;80661.462809075;101231.75553347767;70457.30185130046;PAULO
20250629-21:24:16.169;ACC003;LREN3;Sell;163;115;152;388.4527208715713;63317.79350206612;44672.062900230696;59044.81357247883;MARIA
20250629-21:24:16.169;ACC002;MGLU3;Sell;245;194;153;302.7687858704109;74178.35253825068;58737.144458859715;46323.624238172866;CARLOS
20250629-21:24:16.169;ACC005;RENT3;Buy;198;640;95;208.99010583309683;41380.040954953176;133753.66773318197;19854.0600541442;JOSE
20250629-21:24:16.169;ACC002;WEGE3;Sell;377;52;266;201.45598913061215;75948.90790224078;10475.711434791832;53587.29310874283;PAULO
20250629-21:24:16.169;ACC010;WEGE3;Sell;357;314;244;278.8134657483416;99536.40727215796;87547.42824497927;68030.48564259536;MARIA
20250629-21:24:16.169;ACC009;VALE3;Buy;168;300;31;210.7601829449382;35407.71073474962;63228.05488348146;6533.565671293084;CARLOS
20250629-21:24:16.169;ACC004;RENT3;Sell;209;83;171;200.3839982107256;41880.255626041646;16631.871851490225;34265.663694034076;JOSE
20250629-21:24:16.169;ACC004;BBDC4;Buy;853;449;587;381.7557175625046;325637.6270808164;171408.31718556458;224090.6062091902;PAULO
20250629-21:24:16.169;ACC006;BBAS3;Buy;496;431;421;257.101559417608;127522.37347113356;110810.77210898904;108239.75651481295;MARIA
20250629-21:24:16.170;ACC002;PETR4;Sell;66;145;46;302.5000778134119;19965.005135685187;43862.511282944724;13915.003579416947;PAULO
20250629-21:24:16.170;ACC002;LREN3;Sell;3;66;1;150.62465545162098;451.87396635486294;9941.227259806985;150.62465545162098;MARIA
20250629-21:24:16.170;ACC007;MGLU3;Sell;10;125;6;394.0649682744084;3940.6496827440837;49258.121034301046;2364.3898096464504;JOSE
20250629-21:24:16.170;ACC008;VALE3;Buy;347;556;267;146.6572235220217;50890.05656214153;81541.41627824407;39157.47868037979;MARIA
20250629-21:24:16.170;ACC009;WEGE3;Buy;253;143;187;246.94878309901895;62478.0421240518;35313.67598315971;46179.422439516544;PAULO
20250629-21:24:16.170;ACC004;VALE3;Buy;778;259;272;304.3032232588273;236747.90769536764;78814.53482403627;82770.47672640103;PAULO
20250629-21:24:16.170;ACC002;VALE3;Buy;132;88;123;311.5699950984732;41127.23935299846;27418.159568665644;38323.1093971122;PAULO
20250629-21:24:16.170;ACC009;BBAS3;Sell;465;0;80;359.0217190065547;166945.09933804793;0.0;28721.737520524373;ANA
20250629-21:24:16.170;ACC004;BBDC4;Sell;75;203;4;268.1915663834691;20114.36747876018;54442.88797584422;1072.7662655338763;MARIA
20250629-21:24:16.170;ACC008;BBAS3;Buy;27;32;3;460.0842344523186;12422.274330212602;14722.695502474195;1380.2527033569559;MARIA
20250629-21:24:16.170;ACC002;BBAS3;Buy;206;93;161;429.2143039443797;88418.14661254222;39916.930266827316;69103.50293504514;ANA
20250629-21:24:16.170;ACC003;MGLU3;Sell;324;58;149;150.2427556066297;48678.65281654802;8714.079825184523;22386.170585387823;ANA
20250629-21:24:16.170;ACC004;LREN3;Buy;247;720;144;120.30249018034601;29714.715074545464;86617.79292984912;17323.558585969826;CARLOS
20250629-21:24:16.170;ACC004;PETR4;Buy;361;304;295;253.06111729251904;91355.06334259937;76930.5796569258;74653.02960129312;ANA
20250629-21:24:16.170;ACC005;LREN3;Buy;471;296;223;351.2679280465687;165447.19410993386;103975.30670178434;78332.74795438483;ANA
20250629-21:24:16.170;ACC001;LREN3;Buy;8;314;3;302.04377760603376;2416.35022084827;94841.7461682946;906.1313328181013;JOSE
20250629-21:24:16.170;ACC006;WEGE3;Buy;106;152;5;138.0390999985487;14632.144599846162;20981.9431997794;690.1954999927434;CARLOS
20250629-21:24:16.170;ACC006;RENT3;Sell;56;65;33;335.31550777738835;18777.66843553375;21795.508005530242;11065.411756653815;PAULO
20250629-21:24:16.171;ACC005;PETR4;Buy;11;296;6;318.3798103847356;3502.1779142320916;94240.42387388174;1910.2788623084136;PAULO
20250629-21:24:16.171;ACC001;MGLU3;Buy;82;80;50;265.1618995858763;21743.275766041857;21212.951966870103;13258.094979293815;JOSE
20250629-21:24:16.171;ACC002;BBDC4;Sell;66;90;46;311.297360468023;20545.625790889517;28016.762442122068;14319.678581529057;JOSE
20250629-21:24:16.171;ACC008;BBAS3;Buy;141;148;99;188.23488864290044;26541.119298648962;27858.763519149266;18635.253975647145;MARIA
20250629-21:24:16.171;ACC005;MGLU3;Buy;24;71;1;293.29281463837157;7039.027551320918;20823.78983932438;293.29281463837157;ANA
20250629-21:24:16.171;ACC002;BBAS3;Sell;61;239;38;259.6590158071158;15839.199964234063;62058.50477790067;9867.0426006704;MARIA
20250629-21:24:16.171;ACC005;PETR4;Sell;201;129;107;313.7567268797123;63065.10210282217;40474.61776748289;33571.96977612921;ANA
20250629-21:24:16.171;ACC005;PETR4;Buy;311;101;4;427.64341184352475;132997.1010833362;43191.984596196;1710.573647374099;ANA
20250629-21:24:16.171;ACC009;VALE3;Buy;143;85;7;286.9012164321348;41026.87394979528;24386.603396731458;2008.3085150249435;MARIA
20250629-21:24:16.171;ACC010;WEGE3;Buy;63;159;23;84.51095186831476;5324.18996770383;13437.241347062047;1943.7518929712396;JOSE
20250629-21:24:16.171;ACC001;LREN3;Buy;722;236;211;353.6449310003667;255331.64018226473;83460.20371608654;74619.08044107737;CARLOS
20250629-21:24:16.171;ACC001;RENT3;Buy;233;257;180;190.30047105195197;44340.00975510481;48907.22106035166;34254.08478935136;PAULO
20250629-21:24:16.171;ACC010;LREN3;Buy;37;37;24;138.83023274067756;5136.71861140507;5136.71861140507;3331.9255857762614;JOSE
20250629-21:24:16.171;ACC006;MGLU3;Sell;54;380;4;231.2791713287921;12489.075251754773;87886.085104941;925.1166853151684;MARIA
20250629-21:24:16.171;ACC009;ITUB4;Buy;215;357;114;387.05223343511443;83216.2301885496;138177.64733633585;44123.95461160305;PAULO
20250629-21:24:16.171;ACC004;BBAS3;Buy;395;255;74;157.82181889133625;62339.61846207782;40244.56381729074;11678.814597958883;JOSE
20250629-21:24:16.171;ACC003;ITUB4;Buy;164;196;92;274.2174083526514;44971.654969834824;53746.61203711967;25228.001568443928;CARLOS
20250629-21:24:16.171;ACC007;ITUB4;Buy;60;180;57;239.1698803833415;14350.19282300049;43050.57846900147;13632.683181850465;PAULO
20250629-21:24:16.171;ACC001;RENT3;Sell;110;32;94;256.72475790627936;28239.72336969073;8215.19225300094;24132.12724319026;JOSE
20250629-21:24:16.171;ACC002;PETR4;Sell;250;173;108;336.5777662330213;84144.44155825532;58227.953558312685;36350.3987531663;PAULO
20250629-21:24:16.172;ACC010;VALE3;Buy;423;359;176;425.8753698023192;180145.28142638103;152889.2577590326;74954.06508520817;CARLOS
20250629-21:24:16.172;ACC009;RENT3;Sell;868;7;338;131.28514550065157;113955.50629456557;918.996018504561;44374.37917922023;MARIA
20250629-21:24:16.172;ACC008;VALE3;Buy;159;173;6;256.7667108323302;40825.9070223405;44420.640973993126;1540.6002649939812;CARLOS
20250629-21:24:16.172;ACC005;MGLU3;Buy;252;141;112;454.62335684420276;114565.08592473909;64101.89331503259;50917.81596655071;ANA
20250629-21:24:16.172;ACC009;VALE3;Buy;35;24;30;293.51582773183185;10273.053970614115;7044.379865563964;8805.474831954956;CARLOS
20250629-21:24:16.172;ACC008;LREN3;Sell;147;439;84;359.37064076295644;52827.484192154596;157763.71129493788;30187.13382408834;PAULO
20250629-21:24:16.172;ACC002;RENT3;Buy;111;81;5;276.18101760740416;30656.09295442186;22370.66242619974;1380.9050880370207;CARLOS
20250629-21:24:16.172;ACC006;BBAS3;Buy;14;88;7;179.21495979809725;2509.0094371733617;15770.916462232559;1254.5047185866808;ANA
20250629-21:24:16.172;ACC010;WEGE3;Sell;5;391;1;354.2143855527969;1771.0719277639846;138497.82475114358;354.2143855527969;ANA
20250629-21:24:16.172;ACC008;PETR4;Sell;680;523;534;216.86489902475296;147468.131336832;113420.3421899458;115805.85607921808;PAULO
20250629-21:24:16.172;ACC001;BBAS3;Buy;230;427;19;206.67822277470256;47535.99123818159;88251.60112479799;3926.8862327193488;MARIA
20250629-21:24:16.172;ACC008;ABEV3;Buy;575;634;150;400.96823499440814;230556.73512178467;254213.86098645476;60145.23524916122;PAULO
20250629-21:24:16.172;ACC003;RENT3;Buy;540;106;291;180.79585648175666;97629.7625001486;19164.360787066205;52611.59423619119;JOSE
20250629-21:24:16.172;ACC010;RENT3;Sell;125;199;62;192.55452664437863;24069.31583054733;38318.35080223135;11938.380651951475;MARIA
20250629-21:24:16.172;ACC002;LREN3;Buy;249;58;63;257.6831927957706;64163.11500614688;14945.625182154694;16234.041146133548;MARIA
20250629-21:24:16.172;ACC007;BBAS3;Sell;19;86;11;93.21189959951857;1771.026092390853;8016.223365558597;1025.3308955947043;MARIA
20250629-21:24:16.172;ACC005;VALE3;Sell;151;20;8;322.3198731668421;48670.30084819316;6446.3974633368425;2578.558985334737;JOSE
20250629-21:24:16.172;ACC007;LREN3;Sell;308;256;275;139.6402960649169;43009.211187994406;35747.915792618725;38401.08141785215;JOSE
20250629-21:24:16.172;ACC007;MGLU3;Sell;748;438;0;188.96949416445128;141349.18163500956;82768.63844402965;0.0;JOSE
20250629-21:24:16.172;ACC003;BBDC4;Sell;5;48;4;282.5921777385137;1412.9608886925687;13564.424531448658;1130.368710954055;CARLOS
20250629-21:24:16.172;ACC006;PETR4;Sell;307;149;105;203.34629848864142;62427.313636012914;30298.59847480757;21351.36134130735;PAULO
20250629-21:24:16.172;ACC004;VALE3;Sell;622;305;294;202.51859790293054;125966.5678956228;61768.172360393815;59540.46778346158;ANA
20250629-21:24:16.172;ACC004;LREN3;Sell;416;389;23;23.85085048849803;9921.95380321518;9277.980840025733;548.5695612354547;ANA
20250629-21:24:16.172;ACC005;PETR4;Sell;72;166;63;329.4825291845486;23722.7421012875;54694.099844635064;20757.39933862656;MARIA
20250629-21:24:16.172;ACC005;VALE3;Buy;967;181;652;301.1603604823603;291222.06858644244;54510.02524730722;196356.55503449892;ANA
20250629-21:24:16.172;ACC005;ITUB4;Buy;81;155;26;51.08308650423055;4137.730006842675;7917.878408155735;1328.1602491099943;JOSE
20250629-21:24:16.172;ACC010;PETR4;Buy;15;116;7;273.3597192237238;4100.395788355857;31709.72742995196;1913.5180345660665;ANA
20250629-21:24:16.172;ACC004;MGLU3;Buy;314;38;78;259.2533495368691;81405.5517545769;9851.627282401027;20221.76126387579;ANA
20250629-21:24:16.172;ACC008;WEGE3;Sell;353;225;349;77.63693599627024;27405.838406683393;17468.310599160803;27095.290662698313;PAULO
20250629-21:24:16.172;ACC002;BBDC4;Sell;259;273;76;424.8511612596997;110036.45076626223;115984.36702389803;32288.68825573718;ANA
20250629-21:24:16.172;ACC008;ABEV3;Buy;98;361;22;314.3423880328859;30805.554027222817;113477.60207987181;6915.532536723489;CARLOS
20250629-21:24:16.172;ACC009;RENT3;Buy;225;492;82;222.95639096595355;50165.187967339545;109694.54435524915;18282.42405920819;ANA
20250629-21:24:16.172;ACC002;VALE3;Sell;816;117;126;169.92390603352092;138657.90732335308;19881.097005921947;21410.412160223637;ANA
20250629-21:24:16.172;ACC002;VALE3;Buy;161;120;149;86.719905894877;13961.904849075197;10406.38870738524;12921.265978336673;CARLOS
20250629-21:24:16.172;ACC008;ABEV3;Sell;454;129;281;301.9003795500543;137062.77231572467;38945.148961957006;84834.00665356526;JOSE
20250629-21:24:16.172;ACC003;BBDC4;Sell;487;323;289;293.4784390333464;142923.99980923967;94793.53580777088;84815.2688806371;PAULO
20250629-21:24:16.172;ACC010;MGLU3;Sell;61;10;49;316.62410961427895;19314.070686471016;3166.2410961427895;15514.581371099668;MARIA
20250629-21:24:16.174;ACC003;ABEV3;Sell;191;188;170;273.6563215179003;52268.357409918965;51447.38844536526;46521.57465804306;CARLOS
20250629-21:24:16.174;ACC006;ABEV3;Sell;122;219;110;114.10794420425171;13921.169192918709;24989.639780731126;12551.873862467688;JOSE
20250629-21:24:16.174;ACC006;MGLU3;Buy;96;56;30;250.71919545780023;24069.042763948823;14040.274945636813;7521.575863734007;CARLOS
20250629-21:24:16.174;ACC001;BBDC4;Buy;5;210;0;298.655691327813;1493.2784566390649;62717.695178840724;0.0;CARLOS
20250629-21:24:16.174;ACC007;BBAS3;Buy;110;98;23;189.1263661159794;20803.900272757735;18534.38387936598;4349.906420667527;ANA
20250629-21:24:16.174;ACC008;LREN3;Buy;207;44;193;219.43513051878173;45423.07201738782;9655.145742826397;42350.98019012487;CARLOS
20250629-21:24:16.174;ACC009;BBDC4;Sell;79;17;43;356.84771979607353;28190.969863889808;6066.41123653325;15344.451951231162;CARLOS
20250629-21:24:16.174;ACC010;WEGE3;Buy;118;5;98;26.47040957011498;3123.5083292735676;132.3520478505749;2594.100137871268;MARIA
20250629-21:24:16.174;ACC004;RENT3;Sell;163;252;139;279.56761072950377;45569.52054890912;70451.03790383495;38859.89789140102;ANA
20250629-21:24:16.174;ACC003;ABEV3;Buy;19;33;11;169.8063257143546;3226.3201885727376;5603.6087485737025;1867.8695828579007;PAULO
20250629-21:24:16.174;ACC010;ITUB4;Buy;855;878;806;325.19244562411916;278039.54100862186;285518.96725797665;262105.11117304003;PAULO
20250629-21:24:16.174;ACC007;BBDC4;Buy;17;34;13;417.80974809687757;7102.765717646918;14205.531435293837;5431.5267252594085;CARLOS
20250629-21:24:16.174;ACC009;WEGE3;Buy;697;95;617;269.7101819776922;187987.99683845145;25622.467287880758;166411.18228023607;MARIA
20250629-21:24:16.174;ACC006;VALE3;Buy;825;204;575;99.72379619105708;82272.1318576221;20343.654422975644;57341.18280985782;PAULO
20250629-21:24:16.174;ACC004;VALE3;Buy;96;276;69;178.81921180584038;17166.644333360677;49354.102458411944;12338.525614602986;CARLOS
20250629-21:24:16.174;ACC004;VALE3;Buy;32;68;1;217.6783832842785;6965.708265096912;14802.130063330938;217.6783832842785;JOSE
20250629-21:24:16.174;ACC007;WEGE3;Buy;138;144;61;369.0506259272321;50928.98637795803;53143.29013352142;22512.088181561157;ANA
20250629-21:24:16.174;ACC004;ABEV3;Buy;723;490;400;199.38600389216947;144156.08081403852;97699.14190716304;79754.40155686779;ANA
20250629-21:24:16.174;ACC006;MGLU3;Sell;92;153;4;202.35212364200262;18616.395375064243;30959.8749172264;809.4084945680105;CARLOS
20250629-21:24:16.174;ACC008;BBDC4;Buy;443;13;61;204.7147219499353;90688.62182382133;2661.2913853491586;12487.598038946053;ANA
20250629-21:24:16.174;ACC004;MGLU3;Sell;291;52;196;219.28340313644458;63811.47031270537;11402.736963095118;42979.54701474313;CARLOS
20250629-21:24:16.174;ACC003;LREN3;Buy;44;100;35;357.23037415625856;15718.136462875376;35723.037415625855;12503.06309546905;JOSE
20250629-21:24:16.174;ACC005;PETR4;Sell;904;636;664;253.09191813668411;228795.09399556243;160966.4599349311;168053.03364275827;CARLOS
20250629-21:24:16.174;ACC005;ABEV3;Buy;137;63;86;135.6383249829645;18582.450522666135;8545.214473926762;11664.895948534946;PAULO
20250629-21:24:16.174;ACC010;WEGE3;Sell;147;103;128;319.9947812946659;47039.23285031589;32959.46247335059;40959.33200571724;CARLOS
20250629-21:24:16.174;ACC005;BBDC4;Sell;250;94;9;84.83014867995313;21207.53716998828;7974.033975915594;763.4713381195781;ANA
20250629-21:24:16.174;ACC008;BBAS3;Sell;793;223;635;44.98644738070668;35674.2527729004;10031.977765897589;28566.39408674874;PAULO
20250629-21:24:16.174;ACC008;RENT3;Sell;6;573;4;116.95366877902464;701.7220126741479;67014.45221038112;467.81467511609856;PAULO
20250629-21:24:16.174;ACC009;PETR4;Sell;139;28;0;257.4236527501558;35781.88773227165;7207.862277004362;0.0;JOSE
20250629-21:24:16.174;ACC005;VALE3;Buy;40;36;24;184.57511237215024;7383.0044948860095;6644.704045397409;4429.802696931606;MARIA
20250629-21:24:16.174;ACC005;BBAS3;Sell;844;393;692;181.50809667002642;153192.8335895023;71332.68199132038;125603.60289565829;JOSE
20250629-21:24:16.174;ACC008;WEGE3;Sell;309;334;18;330.59015099889075;102152.35665865724;110417.11043362951;5950.6227179800335;MARIA
